motor_current,torque,temperature,humidity,vibration_x,vibration_y,vibration_z,vibration_magnitude,passenger_load,door_cycle_count,trips_per_hour,operating_hours,brake_status,days_since_last_maintenance,days_until_failure,health_status
16.71534048077309,82.3711256716778,70.39545568871176,38.13970661340386,0.09878109679353957,0.029617416871329644,2.1841775003783854,2.1866106762807678,551.740091246816,54537.841852084246,23.538880077939883,5930.831723286756,Normal,219.26949498600115,121.9467997351097,Warning
13.94386736163924,78.68724308089189,64.51494843722502,33.37233184317933,0.8614373309653728,-1.9095465685745587,-0.5940181218504479,2.177452617583756,500.6230670857035,119700.88278408899,27.02754687740792,14285.357442943785,Normal,56.16908668401476,159.90960265521056,Normal
15.092931514138177,76.87952171874599,63.089490502233375,38.41183485520765,-0.4882517565926362,1.3863456045637117,-1.6229279226361026,2.189575062696151,333.485102123168,94528.67855602292,16.579496884475024,11113.912156265375,Normal,104.64526861659597,145.7512124547284,Warning
17.200894068814232,89.45650200247447,72.71710868932541,32.13761620322724,-0.3504636016703106,-0.3748865998972895,-3.1335132186652666,3.1752590115498034,468.55202500130474,80079.02403984572,12.22946829183519,9180.548020857032,Normal,199.32091042048765,83.45485671993946,Warning
11.898297733935138,63.95599865899508,57.46721790283982,36.11527159796647,-1.059882394616122,0.45287477580453456,-1.0760568065776546,1.5768146701370178,346.8418036767498,24348.344508305443,12.971164358886536,2762.2702864153293,Normal,145.1447140128195,236.85938169236658,Normal
18.39680054283846,93.19640842240672,74.8365685582329,33.63439063536107,1.1075215360472257,-0.3881596867432548,2.5383954011634273,2.7965555792561436,625.0347687042448,24771.795831388205,22.423706459109848,2761.9205448749385,Worn,221.83274055183324,72.1579679270335,Warning
20.582042612844056,107.30852007290274,85.72445199310651,37.38286108320361,1.2070186871611222,1.2126206297522841,2.3272552351974505,2.888504774552212,793.2781681273906,12109.225461752098,19.188950849787403,1342.212376438892,Worn,288.401162465635,22.980031844568515,Critical
16.920236190421466,93.49598331954901,71.31866546831802,38.5020900722036,-0.3569095947473704,0.3131844285830256,-1.8828338301684355,1.9417858216488115,747.5497149998864,128282.24200752746,17.162353274431428,13059.55411373656,Normal,35.84745962684405,123.446524274505,Warning
17.578589656966265,85.28589038484068,78.82432862970151,39.87092929252685,3.595754112001895,0.6185294139158661,0.9502438602987103,3.7702771335663163,323.6578022033934,92514.58922993467,10.069351969404352,9216.167670276527,Worn,213.1607472030202,37.08468654209776,Warning
15.469144366162373,77.90225903162391,64.91641228927251,46.73875871658767,-0.16128298789072992,-0.9097661092677776,1.8076849583694248,2.030125977487668,483.9485191565992,99439.29347388052,26.886392187472584,10767.05237804266,Normal,69.87290253400224,167.84355601417911,Warning
12.267596157017621,54.9754428013557,55.83552091510566,50.893441402753375,0.18915125947767017,-0.22625413197967875,2.342952977743885,2.361439769953662,10.12348438353563,9285.615981021232,24.52551118768515,798.4751672891355,Worn,124.92854149486321,174.1395993371598,Warning
